,Brand,Movement,Case material,Bracelet material,Gender,Price,Shape,Crystal,Dial,Bracelet color,Clasp,Total Sale,Seller Reviews,Year,Volume
623,Glycine,Automatic,steel,Leather,Men's watch/Unisex,145282.5,Circular,Sapphire crystal,Black,Black,Buckle,14642.0,448.0,1998-01-01,High Sale
628,Rolex,Automatic,steel,Steel,Men's watch/Unisex,1093125.0,Circular,Sapphire crystal,Black,Steel,Fold clasp,544.0,399.0,2017-01-01,Low Sale
630,Rolex,Automatic,steel,Steel,Men's watch/Unisex,1195837.5,Circular,Sapphire crystal,Black,Steel,Fold clasp,255.0,207.0,2021-01-01,Low Sale
632,Citizen,Quartz,steel,Rubber,Men's watch/Unisex,57667.5,Circular,Mineral Glass,Blue,Blue,Buckle,733.0,440.0,2024-01-01,Medium Sale
634,Atlantic,Quartz,steel,Animal skin,Women's watch,35557.5,Rectangular,Sapphire crystal,Blue,Blue,Fold clasp,2069.0,1305.0,2024-01-01,Medium Sale
636,Swiss Military,Quartz,steel,Animal skin,Men's watch/Unisex,28462.5,Circular,Mineral Glass,Black,Black,Buckle,14626.0,7424.0,2024-01-01,High Sale
639,IWC,Automatic,steel,Steel,Men's watch/Unisex,280500.0,Circular,Sapphire crystal,Blue,Steel,Fold clasp,404.0,270.0,2019-01-01,Low Sale
640,IWC,Automatic,gold,Animal skin,Men's watch/Unisex,2140875.0,Circular,Sapphire crystal,Grey,Black,Buckle,3087.0,2339.0,2024-01-01,High Sale
644,Lip,Automatic,steel,Steel,Men's watch/Unisex,106837.5,Circular,Sapphire crystal,Black,Steel,Double-fold clasp,357.0,311.0,2023-01-01,Low Sale
647,Bulova,Automatic,steel,Steel,Men's watch/Unisex,57750.0,Circular,Sapphire crystal,Black,Steel,Fold clasp,2260.0,1329.0,2020-01-01,Medium Sale
648,Traser,Quartz,Plastic,Animal skin,Men's watch/Unisex,47190.0,Circular,Sapphire crystal,Blue,Brown,Buckle,14626.0,7424.0,2024-01-01,High Sale
650,Van Der Bauwede,Quartz,steel,Steel,Men's watch/Unisex,112200.0,Circular,Sapphire crystal,Blue,Steel,Fold clasp,810.0,640.0,2024-01-01,Medium Sale
652,TAG Heuer,Automatic,steel,Steel,Men's watch/Unisex,320512.5,Circular,Sapphire crystal,Green,Steel,Fold clasp,1149.0,812.0,2024-01-01,Medium Sale
671,Pryngeps,Manual winding,gold,Animal skin,Men's watch/Unisex,132825.0,Rectangular,Plexiglass,White,Red,Buckle,302.0,283.0,1990-01-01,Low Sale
672,Louis Erard,Automatic,steel,Animal skin,Men's watch/Unisex,255832.5,Circular,Sapphire crystal,Grey,Black,Buckle,3108.0,2199.0,2024-01-01,High Sale
673,Milus,Automatic,steel,Leather,Men's watch/Unisex,147097.5,Rectangular,Sapphire crystal,Silver,Brown,Buckle,14642.0,448.0,2013-01-01,High Sale
681,Cartier,Automatic,steel,Steel,Men's watch/Unisex,614212.5,Circular,Sapphire crystal,Green,Steel,Fold clasp,2657.0,1784.0,2024-01-01,Medium Sale
688,Montblanc,Automatic,steel,Steel,Men's watch/Unisex,181500.0,Circular,Sapphire crystal,Silver,Steel,Double-fold clasp,467.0,305.0,2020-01-01,Low Sale
694,Fossil,Quartz,steel,Leather,Men's watch/Unisex,8250.0,Circular,Glass,Grey,Brown,Buckle,14642.0,448.0,1970-01-01,High Sale
701,Formex,Automatic,steel,Steel,Men's watch/Unisex,137280.0,Circular,Sapphire crystal,Blue,Blue,Fold clasp,3108.0,2199.0,2024-01-01,High Sale
702,Laurent Ferrier,Manual winding,steel,Animal skin,Men's watch/Unisex,3130875.0,Circular,Sapphire crystal,Grey,Black,Buckle,3087.0,2339.0,2024-01-01,High Sale
703,Norqain,Automatic,Carbon,Rubber,Men's watch/Unisex,366217.5,Circular,Sapphire crystal,Black,Green,Buckle,5459.0,3305.0,2024-01-01,High Sale
705,Eberhard & Co.,Automatic,steel,Steel,Men's watch/Unisex,243292.5,Circular,Sapphire crystal,Black,Steel,Fold clasp,229.0,200.0,2024-01-01,Low Sale
706,Festina,Manual winding,steel,Leather,Men's watch/Unisex,31597.5,Circular,Plastic,Silver,Black,Buckle,2028.0,1396.0,1965-01-01,Medium Sale
713,Montblanc,Automatic,Bronze,Textile,Men's watch/Unisex,187110.0,Circular,Sapphire crystal,Bronze,Green,Buckle,2260.0,1329.0,2021-01-01,Medium Sale
714,Sarcar,Manual winding,steel,Animal skin,Men's watch/Unisex,61462.5,Rectangular,Mineral Glass,Silver,Black,Buckle,14642.0,448.0,1960-01-01,High Sale
715,Vacheron Constantin,Automatic,gold,gold,Men's watch/Unisex,6843375.0,Circular,Sapphire crystal,Silver,Gold,Buckle,3087.0,2339.0,2021-01-01,High Sale
716,Universal Genève,Manual winding,steel,Leather,Men's watch/Unisex,284295.0,Circular,Plexiglass,Silver,Black,Buckle,1739.0,1261.0,1990-01-01,Medium Sale
721,Cvstos,Automatic,gold,Leather,Men's watch/Unisex,1417927.5,Rectangular,Sapphire crystal,Blue,Black,Double-fold clasp,2436.0,1697.0,2018-01-01,Medium Sale
724,KHS,Quartz,steel,Silicon,Men's watch/Unisex,14190.0,Circular,Mineral Glass,Black,Black,Buckle,1606.0,1187.0,2024-01-01,Medium Sale
726,Breguet,Automatic,gold,Leather,Men's watch/Unisex,1122000.0,Circular,Sapphire crystal,Silver,Black,Double-fold clasp,1153.0,858.0,2011-01-01,Medium Sale
727,Elgin,Manual winding,steel,Leather,Men's watch/Unisex,12787.5,Rectangular,Plexiglass,Silver,Black,Buckle,1390.0,860.0,1964-01-01,Medium Sale
732,Mondaine,Quartz,steel,Steel,Men's watch/Unisex,17407.5,Circular,Mineral Glass,White,Blue,Buckle,5034.0,3907.0,2021-01-01,High Sale
735,Grand Seiko,Manual winding,steel,Animal skin,Men's watch/Unisex,433125.0,Circular,Sapphire crystal,Blue,Blue,Buckle,3087.0,2339.0,2024-01-01,High Sale
737,Sinn,Automatic,steel,Steel,Men's watch/Unisex,176467.5,Circular,Sapphire crystal,Black,Steel,Fold clasp,722.0,548.0,2023-01-01,Medium Sale
740,Formex,Automatic,Carbon,Rubber,Men's watch/Unisex,159555.0,Rectangular,Sapphire crystal,Green,Black,Fold clasp,1072.0,940.0,2024-01-01,Medium Sale
741,Seiko,Automatic,steel,Leather,Men's watch/Unisex,35227.5,Circular,Mineral Glass,Brown,Brown,Fold clasp,3055.0,2010.0,2024-01-01,High Sale
744,Ingersoll,Automatic,steel,Animal skin,Men's watch/Unisex,30112.5,Circular,Mineral Glass,Grey,Black,Buckle,14626.0,7424.0,2024-01-01,High Sale
752,Omega,Manual winding,steel,Steel,Men's watch/Unisex,709087.5,Circular,Sapphire crystal,Blue,Steel,Fold clasp,1396.0,950.0,2024-01-01,Medium Sale
755,Parmigiani Fleurier,Manual winding,gold,Animal skin,Men's watch/Unisex,8142750.0,Rectangular,Sapphire crystal,Silver,Black,Buckle,239.0,188.0,2014-01-01,Low Sale
756,Squale,Automatic,steel,Rubber,Men's watch/Unisex,135382.5,Circular,Sapphire crystal,Black,Black,Buckle,14925.0,10162.0,2024-01-01,High Sale
757,Diesel,Quartz,steel,Leather,Men's watch/Unisex,18397.5,Rectangular,Mineral Glass,Black,Black,Buckle,14642.0,448.0,2021-01-01,High Sale
763,Longines,Automatic,steel,Steel,Men's watch/Unisex,268125.0,Circular,Sapphire crystal,Silver,Steel,Fold clasp,225.0,172.0,2024-01-01,Low Sale
766,TAG Heuer,Automatic,steel,Steel,Men's watch/Unisex,437167.5,Circular,Sapphire crystal,Silver,Steel,Fold clasp,323.0,222.0,2024-01-01,Low Sale
771,Cyma,Quartz,gold,Leather,Women's watch,27637.5,Circular,Sapphire crystal,White,Black,Buckle,2998.0,2049.0,2024-01-01,High Sale
772,Bulova,Quartz,steel,Leather,Men's watch/Unisex,33907.5,Circular,Sapphire crystal,Black,Brown,Buckle,338.0,258.0,2024-01-01,Low Sale
774,Laco,Automatic,steel,Textile,Men's watch/Unisex,30277.5,Circular,Sapphire crystal,Blue,Silver,Buckle,428.0,348.0,2024-01-01,Low Sale
776,Girard Perregaux,Automatic,steel,Steel,Men's watch/Unisex,1344337.5,Circular,Sapphire crystal,Green,Silver,Fold clasp,407.0,308.0,2021-01-01,Low Sale
778,Seiko,Automatic,steel,Steel,Men's watch/Unisex,36630.0,Circular,Mineral Glass,Black,Steel,Fold clasp,733.0,440.0,2024-01-01,Medium Sale
782,Sea-Gull,Manual winding,steel,Textile,Men's watch/Unisex,18067.5,Circular,Sapphire crystal,Champagne,Green,Buckle,2052.0,1355.0,2022-01-01,Medium Sale
787,Panerai,Automatic,steel,Rubber,Men's watch/Unisex,655875.0,Circular,Sapphire crystal,Green,Green,Buckle,2439.0,1789.0,2020-01-01,Medium Sale
788,Mühle Glashütte,Automatic,steel,Textile,Men's watch/Unisex,116820.0,Circular,Sapphire crystal,Grey,Silver,Buckle,816.0,670.0,2023-01-01,Medium Sale
789,Police,Quartz,steel,Steel,Men's watch/Unisex,14190.0,Circular,Mineral Glass,Black,Gold,Fold clasp,1606.0,1187.0,2024-01-01,Medium Sale
792,Fendi,Automatic,steel,Steel,Men's watch/Unisex,61462.5,Circular,Sapphire crystal,Blue,Steel,Double-fold clasp,14642.0,448.0,2024-01-01,High Sale
794,Victorinox Swiss Army,Automatic,steel,Steel,Men's watch/Unisex,83820.0,Circular,Sapphire crystal,Black,Silver,Fold clasp,8539.0,4710.0,2024-01-01,High Sale
800,Mido,Automatic,steel,Steel,Men's watch/Unisex,97267.5,Circular,Sapphire crystal,Blue,Silver,Fold clasp,318.0,162.0,2024-01-01,Low Sale
802,Sector,Quartz,steel,Steel,Men's watch/Unisex,17737.5,Circular,Mineral Glass,Black,Silver,Fold clasp,14626.0,7424.0,2024-01-01,High Sale
809,Van Der Bauwede,Quartz,steel,Steel,Men's watch/Unisex,55522.5,Rectangular,Sapphire crystal,White,Steel,Double-fold clasp,374.0,268.0,2010-01-01,Low Sale
810,Eberhard & Co.,Automatic,steel,Leather,Men's watch/Unisex,123007.5,Circular,Plexiglass,Black,Black,Buckle,421.0,289.0,2000-01-01,Low Sale
822,Tiffany,Quartz,steel,gold,Women's watch,69300.0,Rectangular,Sapphire crystal,White,Gold,"Fold clasp, hidden",937.0,579.0,2024-01-01,Medium Sale
826,Junghans,Automatic,steel,Leather,Men's watch/Unisex,94957.5,Circular,Sapphire crystal,White,Brown,Buckle,14925.0,10162.0,2024-01-01,High Sale
830,Invicta,Automatic,steel,Other Metal,Men's watch/Unisex,105352.5,Rectangular,Sapphire crystal,Black,Silver,"Fold clasp, hidden",14642.0,448.0,2005-01-01,High Sale
839,Wyler Vetta,Quartz,steel,Leather,Men's watch/Unisex,98010.0,Circular,Sapphire crystal,White,Brown,Buckle,14642.0,448.0,1994-01-01,High Sale
840,TAG Heuer,Quartz,steel,Steel,Women's watch,39187.5,Rectangular,Plexiglass,Silver,Steel,Double-fold clasp,1390.0,860.0,2004-01-01,Medium Sale
841,Alpina,Manual winding,steel,Leather,Men's watch/Unisex,79365.0,Circular,Sapphire crystal,Black,Black,Buckle,14642.0,448.0,2024-01-01,High Sale
843,Harry Winston,Automatic,gold,Animal skin,Women's watch,1282875.0,Circular,Sapphire crystal,Blue,White,Buckle,310.0,232.0,2024-01-01,Low Sale
845,Poljot,Automatic,steel,Steel,Men's watch/Unisex,13530.0,Circular,Plexiglass,Blue,Steel,Fold clasp,14642.0,448.0,1980-01-01,High Sale
850,Chopard,Automatic,steel,Rubber,Men's watch/Unisex,958650.0,Circular,Sapphire crystal,Black,Black,Buckle,1424.0,742.0,2024-01-01,Medium Sale
852,Glycine,Automatic,gold,Leather,Men's watch/Unisex,99000.0,Circular,Glass,Silver,Brown,Buckle,1461.0,1007.0,2024-01-01,Medium Sale
856,Ernest Borel,Automatic,steel,Steel,Men's watch/Unisex,70620.0,Rectangular,Sapphire crystal,Green,Steel,Fold clasp,313.0,257.0,2022-01-01,Low Sale
857,Breitling,Automatic,steel,Animal skin,Men's watch/Unisex,391875.0,Circular,Sapphire crystal,Blue,Blue,Fold clasp,1281.0,798.0,2024-01-01,Medium Sale
858,Mühle Glashütte,Automatic,steel,Textile,Men's watch/Unisex,169290.0,Circular,Sapphire crystal,Black,Blue,Buckle,250.0,218.0,2024-01-01,Low Sale
859,U-Boat,Quartz,steel,Rubber,Men's watch/Unisex,123007.5,Circular,Sapphire crystal,Black,Black,Buckle,328.0,279.0,2021-01-01,Low Sale
864,Pulsar,Quartz,steel,Leather,Men's watch/Unisex,22605.0,Rectangular,Mineral Glass,White,Brown,Buckle,1140.0,788.0,1990-01-01,Medium Sale
865,Pryngeps,Automatic,steel,Leather,Men's watch/Unisex,66825.0,Circular,Sapphire crystal,Black,Black,Buckle,737.0,489.0,1995-01-01,Medium Sale
866,Hublot,Automatic,gold,Rubber,Men's watch/Unisex,1980000.0,Circular,Sapphire crystal,Blue,Black,Fold clasp,304.0,242.0,2018-01-01,Low Sale
867,Nauticfish,Automatic,steel,Steel,Men's watch/Unisex,200557.5,Circular,Sapphire crystal,Black,Black,Fold clasp,566.0,448.0,2024-01-01,Low Sale
868,Chopard,Quartz,gold,Animal skin,Women's watch,602167.5,Circular,Sapphire crystal,White,Black,Buckle,284.0,199.0,2004-01-01,Low Sale
871,Christopher Ward,Automatic,steel,Rubber,Men's watch/Unisex,162937.5,Circular,Sapphire crystal,Silver,Steel,Buckle,14642.0,448.0,2024-01-01,High Sale
873,Chaumet,Quartz,steel,Leather,Men's watch/Unisex,173827.5,Circular,Sapphire crystal,Grey,Silver,"Fold clasp, hidden",757.0,478.0,2010-01-01,Medium Sale
874,Union Glashütte,Automatic,steel,Leather,Men's watch/Unisex,114097.5,Circular,Sapphire crystal,Silver,Black,Fold clasp,722.0,548.0,2024-01-01,Medium Sale
877,Swiss Military,Automatic,steel,Steel,Men's watch/Unisex,73920.0,Circular,Sapphire crystal,Silver,Gold,Fold clasp,14626.0,7424.0,2024-01-01,High Sale
883,Wempe,Quartz,steel,Animal skin,Men's watch/Unisex,12045.0,Circular,Mineral Glass,Silver,Black,Buckle,14642.0,448.0,2020-01-01,High Sale
885,Roamer,Manual winding,gold,Leather,Men's watch/Unisex,25822.5,Rectangular,Plexiglass,Silver,Black,Buckle,14642.0,448.0,1970-01-01,High Sale
887,Raymond Weil,Automatic,steel,Leather,Men's watch/Unisex,152625.0,Circular,Sapphire crystal,Black,Brown,Double-fold clasp,1420.0,876.0,2024-01-01,Medium Sale
888,Bomberg,Automatic,steel,Rubber,Men's watch/Unisex,124740.0,Circular,Sapphire crystal,Black,Black,Buckle,779.0,619.0,2021-01-01,Medium Sale
901,Maserati,Quartz,steel,Steel,Men's watch/Unisex,25410.0,Circular,Mineral Glass,Black,Black,Fold clasp,5459.0,3305.0,2024-01-01,High Sale
903,Glashütte Original,Automatic,steel,Leather,Men's watch/Unisex,815512.5,Circular,Sapphire crystal,Green,Brown,Fold clasp,1149.0,812.0,2024-01-01,Medium Sale
906,Tudor,Automatic,steel,Leather,Men's watch/Unisex,164917.5,Circular,Sapphire crystal,Black,Gold,Fold clasp,2946.0,2094.0,2019-01-01,High Sale
909,Versace,Quartz,steel,Leather,Men's watch/Unisex,80107.5,Circular,Sapphire crystal,Black,Brown,Fold clasp,14642.0,448.0,2024-01-01,High Sale
921,Tutima,Automatic,steel,Leather,Men's watch/Unisex,231660.0,Circular,Sapphire crystal,Blue,Blue,Fold clasp,250.0,218.0,2019-01-01,Low Sale
925,Richard Mille,Automatic,Titanium,Rubber,Men's watch/Unisex,14767500.0,Rectangular,Sapphire crystal,Blue,Black,Buckle,544.0,399.0,2024-01-01,Low Sale
940,Pequignet,Quartz,steel,Steel,Women's watch,45870.0,Rectangular,Sapphire crystal,White,Silver,Jewelry clasp,1420.0,876.0,2024-01-01,Medium Sale
942,Steinhart,Automatic,steel,Steel,Men's watch/Unisex,61875.0,Circular,Sapphire crystal,Black,Steel,Fold clasp,411.0,270.0,2020-01-01,Low Sale
945,NOMOS,Manual winding,steel,Leather,Men's watch/Unisex,124657.5,Circular,Sapphire crystal,White,Black,Buckle,1756.0,1311.0,2016-01-01,Medium Sale
946,A. Lange & Söhne,Manual winding,gold,Animal skin,Men's watch/Unisex,19795875.0,Circular,Sapphire crystal,Silver,Brown,Buckle,3087.0,2339.0,2024-01-01,High Sale
947,Meistersinger,Manual winding,steel,Leather,Men's watch/Unisex,71280.0,Circular,Glass,Silver,Brown,Buckle,1326.0,946.0,2024-01-01,Medium Sale
950,Omega,Manual winding,steel,Leather,Men's watch/Unisex,616192.5,Circular,Sapphire crystal,Silver,Black,Buckle,407.0,308.0,2024-01-01,Low Sale
952,Alpina,Automatic,steel,Leather,Men's watch/Unisex,59647.5,Circular,Sapphire crystal,Blue,Blue,Buckle,14642.0,448.0,2022-01-01,High Sale
953,Louis Erard,Automatic,steel,Leather,Men's watch/Unisex,159967.5,Circular,Sapphire crystal,White,Brown,Fold clasp,433.0,274.0,1931-01-01,Low Sale
954,Roger Dubuis,Automatic,gold,Leather,Men's watch/Unisex,4677750.0,Circular,Sapphire crystal,Red,Black,Buckle,239.0,188.0,2010-01-01,Low Sale
963,NOMOS,Manual winding,steel,Leather,Men's watch/Unisex,106755.0,Circular,Sapphire crystal,Silver,Silver,Buckle,294.0,212.0,2005-01-01,Low Sale
964,Sevenfriday,Automatic,steel,Textile,Men's watch/Unisex,467940.0,Rectangular,Sapphire crystal,White,White,Buckle,936.0,670.0,2024-01-01,Medium Sale
972,Armand Nicolet,Automatic,steel,Animal skin,Men's watch/Unisex,66825.0,Rectangular,Sapphire crystal,Yellow,Silver,Buckle,14642.0,448.0,2024-01-01,High Sale
973,KHS,Quartz,steel,Textile,Men's watch/Unisex,9735.0,Circular,Mineral Glass,Black,Silver,Buckle,1606.0,1187.0,2024-01-01,Medium Sale
975,Vacheron Constantin,Automatic,steel,Steel,Men's watch/Unisex,2928750.0,Circular,Sapphire crystal,Blue,Steel,Fold clasp,544.0,399.0,2023-01-01,Low Sale
977,Raymond Weil,Automatic,steel,Steel,Men's watch/Unisex,181087.5,Circular,Sapphire crystal,Silver,Gold,Buckle,3087.0,2339.0,2024-01-01,High Sale
981,Zeppelin,Quartz,steel,Steel,Men's watch/Unisex,26647.5,Circular,Mineral Glass,Blue,Silver,Fold clasp,2328.0,1742.0,2024-01-01,Medium Sale
982,Lip,Quartz,steel,Leather,Men's watch/Unisex,28545.0,Circular,Mineral Glass,Blue,Black,Buckle,14642.0,448.0,2024-01-01,High Sale
992,Atlantic,Quartz,steel,Leather,Men's watch/Unisex,8910.0,Rectangular,Sapphire crystal,White,Black,Buckle,14642.0,448.0,2020-01-01,High Sale
995,Bulgari,Automatic,steel,gold,Men's watch/Unisex,660000.0,Circular,Sapphire crystal,Brown,Gold,Fold clasp,1604.0,1147.0,2019-01-01,Medium Sale
1001,Venezianico,Automatic,steel,Steel,Women's watch,43395.0,Circular,Sapphire crystal,Grey,Steel,Double-fold clasp,1230.0,932.0,2024-01-01,Medium Sale
1003,Hamilton,Automatic,steel,Steel,Men's watch/Unisex,71610.0,Circular,Sapphire crystal,Black,Steel,Fold clasp,2264.0,1329.0,2022-01-01,Medium Sale
1007,Bifora,Manual winding,gold,Animal skin,Men's watch/Unisex,12457.5,Rectangular,Plastic,White,Black,Buckle,14642.0,448.0,1958-01-01,High Sale
1011,Bulova,Automatic,steel,Steel,Men's watch/Unisex,47437.5,Circular,Sapphire crystal,Blue,Steel,Fold clasp,2264.0,1329.0,2020-01-01,Medium Sale
1013,Baume & Mercier,Quartz,steel,Steel,Women's watch,57750.0,Circular,Sapphire crystal,Silver,Silver,"Fold clasp, hidden",228.0,156.0,2021-01-01,Low Sale
1016,Bruno Söhnle,Automatic,steel,Leather,Men's watch/Unisex,98422.5,Circular,Sapphire crystal,Silver,Brown,Double-fold clasp,218.0,199.0,2012-01-01,Low Sale
1019,Ulysse Nardin,Automatic,Titanium,Titanium,Men's watch/Unisex,779625.0,Circular,Sapphire crystal,White,Silver,Buckle,3088.0,2340.0,2024-01-01,High Sale
1021,Louis XVI,Quartz,steel,Steel,Men's watch/Unisex,49252.5,Circular,Sapphire crystal,Silver,Silver,Fold clasp,14641.0,7432.0,2024-01-01,High Sale
1023,Zelos,Automatic,steel,Steel,Men's watch/Unisex,45622.5,Circular,Sapphire crystal,Blue,Steel,Fold clasp,1099.0,895.0,2023-01-01,Medium Sale
1029,NOMOS,Automatic,steel,Steel,Men's watch/Unisex,241560.0,Circular,Sapphire crystal,Blue,Steel,Fold clasp,3118.0,2459.0,2024-01-01,High Sale
1030,Chronographe Suisse Cie,Manual winding,gold,Leather,Men's watch/Unisex,125235.0,Circular,Plexiglass,Champagne,Brown,Buckle,739.0,489.0,1950-01-01,Medium Sale
1031,Chronoswiss,Automatic,steel,Leather,Men's watch/Unisex,212932.5,Circular,Sapphire crystal,Champagne,Black,Buckle,311.0,226.0,2024-01-01,Low Sale
1036,Corum,Quartz,gold,gold,Women's watch,474375.0,Circular,Sapphire crystal,Gold,Gold,Jewelry clasp,1391.0,993.0,2024-01-01,Medium Sale
1037,Sector,Quartz,steel,Steel,Women's watch,16005.0,Circular,Mineral Glass,Black,Black,Fold clasp,14641.0,7432.0,2024-01-01,High Sale
1048,Jacob & Co.,Quartz,steel,Leather,Men's watch/Unisex,412417.5,Circular,Sapphire crystal,White,Blue,Fold clasp,522.0,375.0,2024-01-01,Low Sale
1056,Perseo,Manual winding,steel,Leather,Men's watch/Unisex,13447.5,Rectangular,Plastic,White,Brown,Buckle,14642.0,448.0,1970-01-01,High Sale
1058,Corum,Automatic,steel,Steel,Men's watch/Unisex,284625.0,Circular,Sapphire crystal,Blue,Steel,Double-fold clasp,249.0,172.0,2022-01-01,Low Sale
1063,Cartier,Automatic,steel,Steel,Men's watch/Unisex,560587.5,Circular,Sapphire crystal,Brown,Steel,Fold clasp,409.0,270.0,2024-01-01,Low Sale
1065,Lorus,Quartz,steel,Steel,Men's watch/Unisex,5857.5,Circular,Mineral Glass,White,Silver,Fold clasp,14641.0,7432.0,2024-01-01,High Sale
1067,Versace,Quartz,steel,Leather,Women's watch,30607.5,Rectangular,Sapphire crystal,Gold,Blue,Double-fold clasp,14642.0,448.0,2019-01-01,High Sale
1068,Rotary,Quartz,steel,Animal skin,Men's watch/Unisex,11550.0,Circular,Sapphire crystal,Blue,Blue,Buckle,14641.0,7432.0,2024-01-01,High Sale
1069,Bomberg,Quartz,steel,Leather,Men's watch/Unisex,57337.5,Circular,Sapphire crystal,Black,Black,Buckle,249.0,172.0,2021-01-01,Low Sale
1074,Jaquet-Droz,Automatic,gold,Animal skin,Men's watch/Unisex,1839255.0,Circular,Sapphire crystal,Champagne,Brown,Buckle,2224.0,1454.0,2016-01-01,Medium Sale
1075,Bell & Ross,Automatic,steel,Rubber,Men's watch/Unisex,569250.0,Circular,Sapphire crystal,Black,Black,Buckle,239.0,188.0,2012-01-01,Low Sale
1078,Festina,Quartz,steel,Steel,Men's watch/Unisex,8827.5,Circular,Mineral Glass,Blue,Silver,Fold clasp,14641.0,7432.0,2024-01-01,High Sale
1082,Ming,Automatic,Titanium,Leather,Men's watch/Unisex,1068375.0,Circular,Sapphire crystal,Grey,Black,Buckle,3088.0,2340.0,2024-01-01,High Sale
1087,Steinhart,Automatic,steel,Steel,Men's watch/Unisex,61875.0,Rectangular,Sapphire crystal,Black,Steel,Buckle,14642.0,448.0,2020-01-01,High Sale
1090,Louis Vuitton,Automatic,steel,Leather,Men's watch/Unisex,140497.5,Circular,Sapphire crystal,Grey,Black,Buckle,855.0,633.0,2017-01-01,Medium Sale
1091,Raymond Weil,Quartz,steel,Steel,Men's watch/Unisex,115087.5,Circular,Sapphire crystal,White,Gold,Buckle,3088.0,2340.0,2024-01-01,High Sale
1092,Panerai,Automatic,steel,Leather,Men's watch/Unisex,622875.0,Circular,Sapphire crystal,Green,Brown,Buckle,271.0,204.0,2021-01-01,Low Sale
1093,Roger Dubuis,Automatic,steel,Animal skin,Men's watch/Unisex,1645875.0,Rectangular,Sapphire crystal,Brown,Brown,Buckle,3088.0,2340.0,2024-01-01,High Sale
1094,Swiss Military,Quartz,steel,Steel,Women's watch,17820.0,Circular,Mineral Glass,Blue,Gold,Fold clasp,14641.0,7432.0,2024-01-01,High Sale
